id,commentaire,humeur
4386,"Ce soir, j'ai un nouveau travail. Je suis sûre que vous avez besoin d'un peu de temps. J'aimerais vous présenter quelqu'une. Et voici mon mari, David. Voici mon fils, Ben. On a une maison",Stressé
4387,"Ce soir, j'ai l'honneur de vous présenter le nouveau directeur de la CIA, le Dr. Je suis le général James A. McCallister, et voici mon collègue, l'""agent spécial"" James J. Kirkland. Voici",Heureux
4388,"Ce soir, j'ai une question à vous poser. Vous êtes un homme très occupé. Il n'y a pas de quoi, ici. Je suis un peu occupé, mais je ne suis pas là pour vous voir. Ce soir-là",Neutre
4389,"Ce soir, j'ai eu un coup de fil de la part de l'homme qui m'a fait un chèque de 100 000 $. Il dit que je suis le seul à pouvoir le faire. Il est en train de me dire qu",Fatigué
4390,"Ce soir, j'ai fait le point avec mon équipe. Je me suis dit que c'était une bonne idée. Et je ne veux pas que ça se sache. On a un match à gagner. J'aurais dû prendre mon temps.",Relaxé
4391,"Ce soir, j'ai vu une chose qui m'a fait penser que je pouvais être le prochain. Je n'aurais pas dû être ici. C'est comme ça que j'me suis retrouvé. Et je ne sais pas pourquoi je",Relaxé
4392,"Ce soir, j'ai fait une soirée d'enfer. Je suis rentré et je suis resté dans mon bureau. J'étais dans un état de choc. Il y avait un homme dans ma chambre, il m'a serré dans ses bras",Paisible
4393,"Ce soir, j'ai une idée. Je vais faire un tour dans le parc, voir ce que je peux trouver. Et je vais voir si je trouve une photo de toi. Tu as trouvé une image? Je ne peux pas te laisser ici",Stressé
4394,"Ce soir, j'ai besoin d'une bière. Tu n'as pas besoin de bière, tu as besoin du vin. Mais je ne peux pas boire. Je ne bois pas, je bois. Alors, ne me demande pas de t",Frustré
4395,"Ce soir, j'ai une réunion. Et j'suis sûr qu'il y aura des gens sympas. J'vais me faire un plaisir de les accueillir. Mais j'veux pas que tu fasses la gueule. Tu sais, c",Heureux
4396,"Ce soir, j'ai besoin de votre aide. Je sais que vous avez peur, mais vous devez vous reposer. Vous devez faire attention, parce que votre coeur est à vous. Mais je sais aussi que si vous ne pouvez pas vous en sortir",Motivé
4397,"Ce soir, j'ai l'impression que je ne suis pas là pour vous faire du mal. Je ne peux pas croire que tu aies fait ça. C'est comme ça que j'suis arrivé ici. Tu as eu un accident.",Relaxé
4398,"Ce soir, j'ai fait un rêve. Je me suis réveillé dans une chambre vide, et je me demandais si je pouvais dormir avec toi. J'étais dans ma chambre avec mon mari, en train de dormir, mais je n'avais",Neutre
4399,"Ce soir, j'ai fait une petite fête, et je n'en suis pas fier. Je vais faire la fête avec toi. C'est un peu trop pour moi, mais... Je sais que tu es très belle. Tu es mon",Frustré
4400,"Ce soir, j'ai fait de la soupe au poulet. J'aime pas le poulet, c'est du poulet de chez moi. On a fait une liste de tout ce que vous avez mangé. Et on a aussi fait un choix.",Neutre
4401,"Ce soir, j'ai une surprise pour vous. Un petit verre d'eau, s'il vous plaît. Il a l'air d'""un"" ""petit"" homme. Je suis sûr qu'on peut s""amuser. Ce",Content
4402,"Ce soir, j'ai un grand spectacle à faire. Tu as déjà vu un spectacle de magie? On va faire un tour dans le parc. J'adore le spectacle. Je suis un peu nerveuse. Le spectacle est à quelle heure? C",Content
4403,"Ce soir, j'ai un peu de temps pour réfléchir. Tu veux que je te dise un truc? Tu es une femme qui a des enfants. Et je suis une mère. Je veux pas être une maman. Mais je veux être un père",Stressé
4404,"Ce soir, j'ai un grand verre de vin et un verre d'eau. Je ne sais pas si je peux le supporter. Tu es le seul à pouvoir me supporter, tu sais? J'aimerais bien, mais je ne peux pas",Neutre
4405,"Ce soir, j'ai une surprise pour vous. J'aimerais que vous vous habilliez bien. Je ne veux pas que tu te fasses de fausses idées. Tu sais, il faut que je m'habille. Et pour ce soir?",Motivé
4406,"Ce soir, j'ai des amis qui ont besoin d'aide. Je veux pas de vos conneries, de votre putain de truc. Vous êtes des putains de salauds, vous le savez? Vous avez un putain d'tit cul qui s",Motivé
4407,"Ce soir, j'ai besoin de te parler. Je ne suis pas sûr de ce que je veux dire. Mais je ne veux pas que tu me dises que ça va. J'étais dans un bar, à parler avec ma mère.",Motivé
4408,"Ce soir, j'ai eu la chance d'avoir une petite fille qui m'a fait découvrir le monde, et qui a réussi à m 'apprendre à vivre. Je sais que tu as un très bon cœur, mais je suis sûre que",Motivé
4409,"Ce soir, j'ai un cadeau pour vous. C'est une lettre de mon père. ""Mon père, le grand homme qui est mort, ""est le seul à savoir ce qui se passe. Il n'y a rien à faire",Stressé
4410,"Ce soir, j'ai fait un rêve, et je ne sais pas comment je me suis réveillé. C'est comme si jaillissait d'un rêve. Je me réveille, je regarde par la fenêtre et... Je ne peux pas croire",Paisible
4411,"Ce soir, j'ai un truc à te montrer. Je suis pas un tueur en série. J'étais à la fac de droit. Et j'suis pas très doué pour les maths. On a tous des choses à nous apprendre. C",Fatigué
4412,"Ce soir, j'ai besoin de vous. J'en ai assez de la vie de ces gens. Vous êtes le seul à pouvoir les arrêter. C'est pour ça que vous êtes venu. Pour m'empêcher de les tuer. Je",Heureux
4413,"Ce soir, j'ai fait une fête avec mes amis, et ils ont tous fait la fête, mais je n'étais pas vraiment là. Je me suis dit que j'me sentirais mieux si j'devrais rentrer. J'",Content
4414,"Ce soir, j'ai besoin d'un verre. J'aime pas les filles qui sont pas là. Je suis pas comme les autres. Tu as dit que tu étais pas un peu... Tu es une fille, tu le sais. On",Relaxé
4415,"Ce soir, j'ai l'honneur de vous présenter le roi de France, le duc de Guise, et le cardinal de Lorraine, frère du roi, qui, en ce moment même, a l'_honneur_ de faire partie du conseil de",Stressé
4416,"Ce soir, j'ai des amis qui me disent que je suis un peu trop ""folle"" pour ce soir. Tu es une vraie salope. J'aime bien quand tu me parles. C'est une chose que tu ne peux pas",Relaxé
4417,"Ce soir, j'ai eu un petit problème avec ma copine. J'avais peur de m'ennuyer, mais... Je me suis dit que je pouvais la faire venir. Tu peux venir aussi, si tu veux. Je ne veux pas qu",Neutre
4418,"Ce soir, j'ai eu un appel d'un ami qui m'a dit qu'il allait me faire visiter le manoir de M. Woolworth. Vous êtes sûre que vous n'avez pas entendu parler de l'homme qui",Content
4419,"Ce soir, j'ai fait la fête à l'école. J'avais pas envie d'aller à la soirée de ce soir. On a des projets, mais on a pas le temps. Je suis pas prêt à faire ça. Tu",Fatigué
4420,"Ce soir, j'ai besoin de toi, tu sais. Tu as un plan, non? Je vais t'aider à trier ça. Je suis à la maison, mais tu es là. Et je ne peux pas te laisser partir.",Enervé
4421,"Ce soir, j'ai besoin de te parler. J'essaie de trouver un moyen de t'aider. C'est un peu tard pour ça, non? J.J., c'était quoi? Un petit truc que j'dois",Relaxé
4422,"Ce soir, j'ai fait un rêve. J'étais dans un bar de danseuses, et un type m'a dit: ""C'est le type qui t'as fait ça?"" ""Je lui ai dit que je l'aimais",Fatigué
4423,"Ce soir, j'ai un truc à faire. J'aimerais que tu m'aides à le trouver. Il y a un gars qui travaille à la bibliothèque. Tu as un livre? Je l'avais oublié, mais... Je n'",Content
4424,"Ce soir, j'ai vu des gens qui se battent pour le pouvoir, pour l'amour de Dieu, la liberté. J'avais un pistolet dans ma poche. Je me suis caché, mais j'suis pas allé plus loin. Vous",Stressé
4425,"Ce soir, j'ai besoin d'un verre. Je veux dire, si tu veux faire un tour en ville, tu peux y aller. J'en ai marre de ces conneries de merde. C'est un peu trop tard pour ça",Motivé
4426,"Ce soir, j'ai fait le tour de la maison. Et j ai vu un homme qui portait un masque. Je suis allé dans la cuisine et jai vu le visage de cet homme. Il était couvert de sang. J'étais terri",Paisible
4427,"Ce soir, j'ai besoin de vous parler. J'aimerais vous présenter mes condoléances. Vous êtes la première personne à me demander ça. C'est pour ça que je ne vous ai pas parlé. Je n'aurais pas dû vous dire",Fatigué
4428,"Ce soir, j'ai besoin d'un peu de repos. Je dois aller au lit, mais je dois être à l'heure. Tu as dit que tu ne voulais pas que je vienne. J'aimerais que ce soit le cas,",Paisible
4429,"Ce soir, j'ai besoin de ton aide. Je sais que tu n'as pas envie d'être là, mais tu dois rester avec moi. Et je veux que tout le monde soit là. J'en ai marre de tes mensonges",Paisible
4430,"Ce soir, j'ai un petit truc à te dire. Tu sais, si tu veux m'en parler, je serai là. Je sais que tu as peur, mais je ne peux pas te laisser. J'étais en train de penser",Motivé
4431,"Ce soir, j'ai un truc à faire. Je vais prendre une douche et on ira manger. Tu sais, je ne sais pas ce qui t'arrive, mais tu ne peux pas me dire ça. Si tu veux vraiment me parler,",Relaxé
4432,"Ce soir, j'ai le plaisir de vous présenter à la femme de mon ami, Mme P... Vous êtes une vraie perle. Vous savez, je suis un peu nerveux. J'aimerais pouvoir vous faire une surprise. C'est pour vous",Enervé
4433,"Ce soir, j'ai une petite surprise pour toi. Une petite chose, c'est tout. Je sais que tu es en colère, mais je suis vraiment désolé. Mais tu ne m'as jamais rien dit. J'étais juste en",Paisible
4434,"Ce soir, j'ai l'honneur de vous présenter la plus belle femme du monde, la charmante Mme de Custine, une femme de vingt-cinq ans, de quarante-deux ans au plus, qui a épousé, il y a",Fatigué
4435,"Ce soir, j'ai fait un rêve que j 'avais fait à la veille de la nuit de noces. J 'ai rêvé que je me promenais dans la rue, avec un petit garçon qui était en train de jouer dans le jardin.",Frustré
4436,"Ce soir, j'ai besoin de votre aide pour l'arrêter. Je ne peux pas le faire, il est là. J'étais en train de lisser le visage de cette fille. Il y a une femme qui vous a parlé de",Paisible
4437,"Ce soir, j'ai fait une promesse à ma femme. Elle n'a pas le droit de m'épouser. Tu as dit que tu n 'avais pas de sentiments pour moi. J'en ai eu, des sentiments. Je ne",Heureux
4438,"Ce soir, j'ai besoin de toi. Je te donne mon numéro. C'est pas le moment, je suis pas en retard. J'aime pas les gens qui font des trucs bizarres. Il est tard, on est en plein boulot",Stressé
4439,"Ce soir, j'ai fait un rêve. Il y a une chose que je veux te dire. Je me suis réveillé dans un hôpital psychiatrique. C'était une hallucination. J'avais peur que tu me réveilles. Tu étais dans",Paisible
4440,"Ce soir, j'ai besoin d'un peu de temps pour me remettre. Vous avez besoin de plus de repos. Je suis vraiment désolé pour ce qui s'est passé, mais... J'aimerais que vous soyez là, aussi. J",Enervé
4441,"Ce soir, j'ai une petite surprise pour toi. Je vais te montrer ce que c'est, un peu de magie noire. Tu es un petit peu bizarre, mais ça va. J'espère que tu n'es pas un tueur",Relaxé
4442,"Ce soir, j'ai vu une jeune fille de vingt-trois ans, qui était dans un salon, avec un petit garçon qui l'accompagnait. Elle m'a fait signe de la suivre, et m 'a demandé ce que j",Paisible
4443,"Ce soir, j'ai besoin de toi. Je t'aime, et je ne veux pas te perdre. Tu m'as dit que je pouvais tout faire pour toi, mais tu ne peux pas. Il y a un moyen de trier",Frustré
4444,"Ce soir, j'ai besoin de toi pour me rappeler ce que je dois faire. Et je vais te donner une chance de me dire la vérité. J'étais avec toi, mais tu étais avec moi. Je suis venu ici pour t'",Fatigué
4445,"Ce soir, j'ai une autre idée. Je vais faire un tour dans la salle de bains. Tu veux un autre verre? Je suis un peu occupée. C'est pour ça que tu n'es pas venue. Pour te faire plaisir",Frustré
4446,"Ce soir, j'ai besoin de toi, pour un dernier baiser. Et maintenant, tu me dis que tu vas me faire du mal? Je t'aime, et je t 'aime aussi. Mais je ne peux pas te faire de mal",Enervé
4447,"Ce soir, j'ai un cadeau pour toi. Tu ne veux pas qu'on te voie, mais moi je suis contente que tu sois là. Je t'avais dit que je ne te dérangerais plus. J'étais au téléphone avec",Motivé
4448,"Ce soir, j'ai une surprise pour toi. C'est la plus belle surprise que j ai jamais eue. Tu sais, tu ne peux pas me faire ça. Mais tu sais quoi, je vais te dire quelque chose. Je n'",Fatigué
4449,"Ce soir, j'ai une petite surprise pour toi. Je suis le père de Timmy. On s'est rencontrés au bar. C'était à la fac, non? Cadeau de mariage. J'étais très heureuse, mais je",Motivé
4450,"Ce soir, j'ai fait des trucs qui n'ont pas été faits. J'aurais dû le dire il y a des années. Je sais pas, je ne sais même pas si je vais pouvoir le faire. Il y avait une autre",Motivé
4451,"Ce soir, j'ai un autre appel. J'espère que vous allez me laisser dormir. Je vous ai dit que je n'avais pas besoin d'aide. C'est mon mari qui m'a dit de venir. Vous avez",Content
4452,"Ce soir, j'ai une surprise pour vous. Vous avez vu la femme qui a été tuée? Elle était assise à l'arrière. Je n'arrive pas à croire qu'elle ait fait ça. Elle a pris son arme et l",Stressé
4453,"Ce soir, j'ai été voir le docteur. Je l'avais vu au téléphone. Il était avec une infirmière. C'était un ami de mon père. Un ami d'enfance, le Dr. Vous avez eu une longue journée.",Relaxé
4454,"Ce soir, j'ai fait une soirée pyjama. Tu as fait un pyjama? Je suis venu pour te voir. Je voulais te parler de quelque chose. J'étais en train de faire une sieste. C'est une sorte de rêve.",Fatigué
4455,"Ce soir, j'ai une surprise pour toi. Je sais que tu es très occupé, mais je dois aller voir un ami. Tu as une nouvelle copine? Elle est au téléphone avec son amie. Elle m'a dit que vous aviez rompu",Frustré
4456,"Ce soir, j'ai une réunion avec le Président. On a des questions à vous poser. Je vous rappelle que le président a décidé de suspendre la séance. Nous ne pouvons pas continuer à la suspendre. Il est interdit de poursuivre une activité de",Paisible
4457,"Ce soir, j'ai une nouvelle idée. Je vais me faire des amis. Et je vais faire un truc. Tu vas me dire comment tu te sens. On se sent tous les deux. Si tu veux, on peut faire ça. J",Motivé
4458,"Ce soir, j'ai besoin de toi. Tu es à l'heure pour le thé. Je te demande de ne pas le faire. C'est le seul moyen de t'aider. On ne peut pas trier les affaires. Et",Paisible
4459,"Ce soir, j'ai besoin d'une pause. Vous pouvez m'appeler ""monsieur"". Et vous pouvez me faire un câlin. Je ne veux pas de câlins. Mais je veux un petit câling. J'en ai",Paisible
4460,"Ce soir, j'ai fait un rêve qui a duré toute la nuit. Je ne sais pas si c'est ce que je veux, mais j'suis en train de rêver. Le rêve de tout le monde. Et j'me suis",Paisible
4461,"Ce soir, j'ai vu le roi. Et le soir où je suis allée au lit, il était là, et il m'a embrassée. Il m 'a embrassé sur la joue. Le roi a dit: ""Tu ne peux",Heureux
4462,"Ce soir, j'ai une surprise pour toi. Je ne peux pas te le dire parce que je ne suis pas sûr de pouvoir. Tu as été un bon père. Et je t'aime, mais tu n'es pas mon fils.",Paisible
4463,"Ce soir, j'ai une bonne nouvelle à vous annoncer. Vous avez eu des nouvelles de l'autre type? Il a dit qu'il avait vu un homme dans un bar, il y a une heure. C'est le type qui",Heureux
4464,"Ce soir, j'ai une idée. Tu sais, c'est une bonne idée que tu me donnes des cours. Je t'offre une bourse pour l'université, et je me demandais si tu voudrais venir. C'était un rêve",Neutre
4465,"Ce soir, j'ai besoin de toi pour me dire que jai fait quelque chose de mal. Je suis désolé, mais tu n'as rien fait de bien. J'étais un peu effrayé de ne pas te voir. Tu sais,",Paisible
4466,"Ce soir, j'ai vu le visage de la femme de chambre. Elle avait l'air de ne pas se souvenir de moi. Et puis, il y a eu cette fois où je me suis retrouvé avec elle. Je ne pouvais pas m",Enervé
4467,"Ce soir, j'ai une surprise pour toi. Tu vas me donner un coup de main? Je suis pas le genre à être une poule mouillée. Je vais te donner une autre chance. J'en ai pas besoin, je suis une",Fatigué
4468,"Ce soir, j'ai fait ce que j avais à faire. J'en ai marre de vous entendre vous disputer. Je veux pas que vous vous disputiez. C'est pas le moment de faire des choses comme ça. On est",Motivé
4469,"Ce soir, j'ai eu l'honneur de vous présenter mes plus sincères condoléances. Je suis désolée, mais je dois me présenter. J'espère que vous vous y plairez. Et je vous remercie pour votre aide. Ce n'est",Neutre
4470,"Ce soir, j'ai fait une fête avec des amis. Je veux que vous sachiez que je ne vous ai pas offensé. Et je veux vous dire que j 'ai toujours eu une certaine estime pour vous. J 'avais un très",Fatigué
4471,"Ce soir, j'ai l'honneur de vous présenter le nouveau chef d'État-Major de la Défense. Il a déjà servi sous ses ordres. Et maintenant, je veux vous dire que le Président est un homme très occupé. J",Neutre
4472,"Ce soir, j'ai besoin de toi. J'étais à la maison, et j'me suis dit... Je ne sais pas, je n'avais pas réalisé que j'suis ici. C'est une belle maison que tu as",Frustré
4473,"Ce soir, j'ai un cadeau pour toi. C'est un billet de 100 $ pour le Mexique. Tu vas à la plage avec moi? Je vais à l'hôtel. Je suis à Miami. Il faut que je te parle d",Fatigué
4474,"Ce soir, j'ai eu la chance de voir une fille qui était si belle, si gracieuse, et si jolie. Elle était comme une fleur. Je me suis dit que j 'allais la voir, la toucher, l'embrasser, lui",Relaxé
4475,"Ce soir, j'ai un nouveau rendez-vous. Tu es sûr que tu ne veux pas que je vienne? Je ne sais pas si tu veux rester. J'avais besoin de quelqu'un de plus jeune, un peu plus mature.",Relaxé
4476,"Ce soir, j'ai fait le serment d'y aller. Je ne veux pas être seule, mais je peux y aller, si tu veux. Tu es vraiment un bon petit garçon. C'est le genre de chose qu'on dit",Fatigué
4477,"Ce soir, j'ai un peu faim. C'est la première fois que je suis dans le même état que ce matin. Je me suis senti bien mieux après. J'avais l'impression d'avoir une vie normale. Et puis",Heureux
4478,"Ce soir, j'ai le plaisir de vous présenter une jeune fille qui vous attend. Vous avez eu un accident? J'étais avec un homme qui m'a tiré dessus. J'veux dire, je ne sais pas. Il est sorti",Enervé
4479,"Ce soir, j'ai besoin de toi. Tu as dit que tu allais m'aider à retrouver mon frère. Je t'aime, mais je ne peux pas t... Je n'en peux plus de te voir, de ce qui se",Relaxé
4480,"Ce soir, j'ai été voir mon père. Il m'a dit qu'il était désolé pour son fils. Je ne suis pas sûr de savoir comment il va. Mais je sais qu'll est heureux. Tu as fait ce que tu",Heureux
4481,"Ce soir, j'ai besoin de toi. Je ne suis pas venue pour te voir. Tu as dit que tu allais me voir, que je ne t'avais pas vue. J'étais dans le bureau de mon père. Il y a",Content
4482,"Ce soir, j'ai été dans le quartier de la rue de Grenelle, et je suis allé voir le spectacle que les Parisiens vont voir. J'avais vu le théâtre de l'Opéra. On m'avait donné le rôle de _R",Enervé
4483,"Ce soir, j'ai eu un petit accident. Je ne peux pas croire que tu aies pu venir. Tu ne m'as pas laissé le choix. J'aurais dû te le dire, mais tu n'avais pas le droit. C",Content
4484,"Ce soir, j'ai une petite surprise pour vous. Je vous ai vu au cinéma. On se voit à l'hôtel. Vous avez léché les bottes de lèche-cul? Je suis désolé, mais j'suis pas d'",Neutre
4485,"Ce soir, j'ai une surprise pour toi. Tu veux bien la garder? Tu as dit que tu l'avais vue hier soir. Je lui ai parlé hier, et elle a dit qu'elle avait été voir un film, mais elle",Heureux
4486,"Ce soir, j'ai le cœur qui bat, et je ne veux pas me laisser aller à un sentiment qui m'a fait mal, à moi qui suis un être sans âme, sans intelligence, qui n'aime que moi, que mon",Heureux
4487,"Ce soir, j'ai eu une vision de ce que jai fait à cette femme. Je ne peux pas m'empêcher de penser à ce qui s'est passé ce soir-là. J'étais dans ma chambre, je ne me",Heureux
4488,"Ce soir, j'ai besoin de votre aide. Je vous ai vu avec le Dr. Il m'a dit qu'il n'y avait rien à craindre. Mais il y a un autre moyen. La dernière fois que je l'",Heureux
4489,"Ce soir, j'ai vu un homme de ma taille, un jeune homme à la taille élégante, qui avait l'air d'un homme, et qui semblait avoir été dans un de ces moments-là un des hommes les plus élégants",Enervé
4490,"Ce soir, j'ai un dîner avec des amis. Et je dois me faire pardonner. Je dois être très heureux. On a fait une grosse erreur. Tu as eu le boulot, tu as tout fait. J'étais un bon agent.",Content
4491,"Ce soir, j'ai des projets pour la soirée. Vous n'êtes pas encore au courant? Il y a un petit restaurant à l'angle de la 7ème et de l'. Vous êtes sûr que c'est le bon endroit?",Relaxé
4492,"Ce soir, j'ai vu un homme en blouse blanche. Il a dit qu'il allait à la gare de Saint-Germain-des-Prés. J'étais dans la cour, je l'observais. Je lirai ce soir",Motivé
4493,"Ce soir, j'ai une bonne soirée à faire. On est pas à l'école? Je t'avais dit qu'on était pas au lycée. J'étais pas là, je tonds pas. Je vais te faire un sandwich",Relaxé
4494,"Ce soir, j'ai un petit truc à te dire. Tu ne veux pas que je sois là. Je veux que tu me dises que c'est pas grave. J'aurais pas dû t'en parler. Mais tu n'",Heureux
4495,"Ce soir, j'ai une chose à te dire. Je veux que tu me dises que je suis désolé. Tu as toujours été mon ami. Et tu ne me le pardonneras jamais. Alors, tu vas le dire à ton père?",Paisible
4496,"Ce soir, j'ai une réunion avec des amis de mon père. Je vais te montrer, et je vais t'expliquer. C'est le seul truc qui m'ait jamais intéressée. Il y a un truc dont je voudrais te parler",Motivé
4497,"Ce soir, j'ai besoin d'une chambre pour ma fille. Je vais vous donner une chambre. Vous voulez bien me donner votre chambre? Je ne veux pas de chambre, je veux une douche. C'est pour ça que je vous",Stressé
4498,"Ce soir, j'ai une nouvelle idée. J'aimerais bien que tu m'en parles. Je te l'offre. C'est ce que je t'avais promis. Tu manges pas de viande? Joue pas les cons",Fatigué
4499,"Ce soir, j'ai eu un accident. Je ne suis pas en service. J'étais en train de regarder la télé. C'est une télé, je suis là. Il y a une fille avec moi. Elle a l'air",Relaxé
4500,"Ce soir, j'ai l'impression de ne plus pouvoir compter sur toi. Je suis pas le seul à ne pas avoir de boulot. Tu veux savoir ce que j'veux? J'aime pas les femmes qui ont des seins. J",Relaxé
4501,"Ce soir, j'ai l'honneur de vous présenter l'_Iphigénie en Tauride_, que vous allez voir à l'""Amphitrite_"" de M. de La Harpe. Ce n'est pas une tragédie",Frustré
4502,"Ce soir, j'ai une surprise pour toi. Tu es là, tu m'écoutes? Tu manges quoi? Je peux te parler, je peux t'expliquer. Je te parle, c'est tout. J'en ai marre",Relaxé
4503,"Ce soir, j'ai été voir le Dr. Il a dit que je devais prendre un bain. Je suis désolée, mais je ne peux pas. Vous avez été très gentil. Mais j'suis désolée. J'vais vous laisser. On",Frustré
4504,"Ce soir, j'ai fait un rêve. J'étais au lit avec ma femme. Elle m'a dit: ""Tu ne dors pas?"" J""ai répondu: Oui. Et elle m""a demandé: Je n'avais jamais",Neutre
4505,"Ce soir, j'ai un truc à te dire. C'est un homme qui veut te parler. Je te l'avais dit, il a besoin de toi. J'ignore si c'était le cas, mais tu es un bon",Stressé
4506,"Ce soir, j'ai besoin d'une autre chance. Je n'en ai pas besoin, mais je vais la trouver. C'est une femme, et elle est très forte. Elle est dans la nature. Et si tu me l",Frustré
4507,"Ce soir, j'ai fait le tour du monde. J'étais avec une femme. Elle m'a dit que j 'étais une star. Je ne pouvais pas l'oublier. Mais je ne l 'ai pas oubliée. La première",Paisible
4508,"Ce soir, j'ai besoin de vous pour m'emmener à l'aéroport. J'espère que vous n'avez pas de problèmes. Je ne veux pas que ma mère soit mêlée à ça. Vous avez un problème avec elle? Elle",Content
4509,"Ce soir, j'ai un rendez-vous avec mon fils, et je dois y aller. Vous ne voulez pas aller chez vous? Je n'aime pas être seule. J'aimerais que tu viennes avec moi. Tu n'sais",Motivé
4510,"Ce soir, j'ai une surprise pour toi. Je ne te la donnerais pas. Mais je veux que tu me la rendes. Tu as dit que j'te rendrais. Si tu veux, je te l'achète. On a",Motivé
4511,"Ce soir, j'ai fait des choses terribles, je ne peux pas les pardonner. Je n'aurais pas dû faire ça, mais je t'aime. J'aimerais que tu me pardonnes. C'est ce que je voulais,",Content
4512,"Ce soir, j'ai besoin d'un autre verre. Il n'y a pas de ""non"" à la fin. Tu as besoin de boire. C'est un ""oui""? Tu veux que je te dise, si je",Stressé
4513,"Ce soir, j'ai un rendez-vous avec une femme qui est en fait ma meilleure amie. C'est une amie de ma mère, mais elle a des problèmes avec mon père. Elle a une liaison avec un homme. Et il est",Paisible
4514,"Ce soir, j'ai été en retard, mais je ne peux pas. Je suis désolée, je n'étais pas sûre. Vous ne pouvez pas vous excuser. J'en ai assez de vos excuses. Mais je vous ai vu faire.",Paisible
4515,"Ce soir, j'ai une idée. Je vais prendre un verre. J'adorerais vous rencontrer. Et si vous avez un problème, appelez-moi. Il est temps de faire un petit arrêt. Vous avez fait un bon boulot, mon",Relaxé
4516,"Ce soir, j'ai une surprise pour toi. Tu es un peu bizarre, tu ne trouves pas? Tu n'as pas de rencard. Je vais voir un film, et je te rejoins. C'est une bonne idée, mais",Content
4517,"Ce soir, j'ai des nouvelles de ma fille. Elle est en train de se faire du mal. Je suis en route pour les urgences. Et pour l'infirmière? Elle a dit qu'elle allait bien. Mais je ne la vois",Relaxé
4518,"Ce soir, j'ai fait ce que j... j-j'avais fait. Je ne peux pas croire que tu aies fait ça. J'étais en colère, et je ne veux pas qu'on me voie comme ça! Je suis",Fatigué
4519,"Ce soir, j'ai besoin de vous. Je suis le seul qui puisse vous aider. J'avais peur de ne pas vous rencontrer. C'est ce que vous voulez, pas vrai? Je vous ai dit que je n'étais pas",Relaxé
4520,"Ce soir, j'ai besoin de toi pour m'aider à retrouver le garçon qui a fait ça. J'en ai besoin pour retrouver mon fils. C'est à toi que je veux en parler, pas à lui. Il n'",Fatigué
4521,"Ce soir, j'ai une idée. Je vais me marier avec un homme riche, et je veux que tu me promettes de ne jamais me faire de mal. J'espère que je ne te fais pas de tort. Tu veux dire que",Fatigué
4522,"Ce soir, j'ai une nouvelle idée. Je vais mettre un peu de musique et danser avec les enfants. Tu sais, il y a des choses que je voudrais te dire. C'est pas comme si tu pouvais pas me parler. J",Content
4523,"Ce soir, j'ai eu l'honneur de vous présenter un de mes amis, M. le baron de Breteuil, et je suis heureux de pouvoir vous dire que je le remercie de son empressement à m'accueillir. M'a-",Enervé
4524,"Ce soir, j'ai une surprise pour vous. Vous avez vu la robe de ma mère? J'étais tellement nerveuse, je ne voulais pas qu'elle voie ça. Je l'aurais bien aimée, mais elle a insisté. C'",Relaxé
4525,"Ce soir, j'ai le sentiment que je vais être le plus heureux des hommes. Je suis heureux de t'avoir connu. Et je t 'aime aussi. Il faut que tu me laisses partir. Tu es le seul qui puisse m'",Neutre
4526,"Ce soir, j'ai eu la chance de me faire un peu de fric. Je suis allé dans une boîte de strip-tease et j'suis passé à côté d'une boîte. Une boîte qui me ressemblait pas. J'y ai",Stressé
4527,"Ce soir, j'ai une surprise pour toi. Tu es le seul qui n'a pas eu à te le dire. Je suis venu te dire que je vais bien. J'espère que tu es content. On va se coucher tôt,",Content
4528,"Ce soir, j'ai vu la mort de la femme de mon ami, et je l'avais vue en rêve, avec sa figure de marbre et ses yeux d'albâtre, sur le balcon de son hôtel, qui me semblaient dorer",Enervé
4529,"Ce soir, j'ai une petite surprise pour toi. Tu es un peu nerveux, ce soir. J'espère que tu vas bien, parce que jai eu un coup de fil à faire. Et je suis très content que vous soyez là",Heureux
4530,"Ce soir, j'ai un petit truc pour toi. Je t'en prie, ne me dis pas que tu n'es pas à la hauteur. C'est une chose que je noue avec toi, mais c'était une bonne",Heureux
4531,"Ce soir, j'ai l'honneur de vous présenter à la cour de France, et joignez à cette fête un grand banquet, où l'_Athénée_ sera le théâtre de l'""Exposition universelle"". Je suis à vos ordres, Monsieur",Stressé
4532,"Ce soir, j'ai une surprise pour toi. Je te le jure, tu n'es pas mon père. Tu ne l'as pas vu depuis des années. J'avais un peu peur de lui. Il a été très gentil avec",Content
4533,"Ce soir, j'ai une autre chance. J'en ai une pour toi. Je veux que tu viennes avec moi. Tu n'as pas besoin de moi, je ne suis pas un meurtrier. On a besoin d'un autre",Fatigué
4534,"Ce soir, j'ai une question à vous poser. Je suis une femme, et je suis un homme. J'étais en train de faire une sieste. Vous savez ce qui m'a frappé? Vous avez dit que j'""étais un",Neutre
4535,"Ce soir, j'ai l'honneur de vous présenter un ami, le comte de La Rochefoucauld, qui m'a fait l'_Histoire de la Révolution française_ avec une grande admiration. Je vous dirai qu'il m'_",Content
4536,"Ce soir, j'ai un petit cadeau pour toi. Et je vais te le rendre. Il est à toi, à présent. Tu es le seul à pouvoir l'ouvrir. Je vais le faire, maintenant. Ça fait un bail que je",Frustré
