id,commentaire,humeur
12312,"Ce soir, je me sens si seule, si pleine de vie. Tu as vu comment je te regardais? Je n'ai pas de sentiments pour toi. Mais tu es si belle. Et je suis si heureuse, et si contente. J'",Paisible
12313,"Ce soir, je me sens comme un enfant qui a besoin d'un peu de repos. Je ne suis pas sûr de pouvoir m'endormir. Tu veux un peu d'temps? J'ai besoin de dormir, d'me reposer",Neutre
12314,"Ce soir, je me sens tout à fait bien. Je suis très content de vous voir, Mme Dashwood. Vous n'avez pas l'air bien, mais... Vous avez une jolie robe. Oui, j'ai une robe très",Fatigué
12315,"Ce soir, je me sens si seule... et je ne peux pas me regarder dans le miroir. J'ai l'impression que je vais tout gâcher. Je ne sais pas si je peux le supporter. C'est juste que... je n",Relaxé
12316,"Ce soir, je me sens en sécurité, à l'abri du danger. Je suis sûr que vous avez des choses à faire. Il y a un problème, monsieur. Vous êtes le capitaine de l'""USS San Francisco"". Vous avez un rendez",Enervé
12317,"Ce soir, je me sens très-bien. Je ne veux pas me sentir mal, mais je ne peux pas rester. C'est une bonne chose que tu sois ici. J'ai dit à mon père que je n'irai pas.",Fatigué
12318,"Ce soir, je me sens comme une jeune femme, comme si j'avais un coeur de pierre. Je ne sais pas pourquoi je ne peux pas te parler, mais je suis comme ça. Tu ne veux pas me parler de moi? Tu es",Motivé
12319,"Ce soir, je me sens bien, et j'espère que ce soir je pourrai me remettre. Je ne peux pas me le permettre, j'suis pas un homme d'action. J'ai un petit peu de mal à croire que vous",Content
12320,"Ce soir, je me sens en paix. Je veux dire, tu es la meilleure personne au monde. Tu es ma meilleure amie, et je t'aime, mais tu ne peux pas me quitter. Et je suis la seule personne qui tait",Enervé
12321,"Ce soir, je me sens comme une femme. Tu sais, la première fois que je t'ai vue, j'étais un peu... J'avais l'impression d'être une petite fille. J'veux dire, t'sais",Stressé
12322,"Ce soir, je me sens très heureux. Et j'ai hâte de le dire à mon mari. Je suis heureux que tu aies trouvé le courage de me dire que j'me suis trompé. J'avais oublié, mais je t'en",Heureux
12323,"Ce soir, je me sens un peu mieux. Je suis content que vous soyez là. Vous êtes très jolie, et je suis très heureux de vous avoir. C'est bien de la part de M. Carson. Il vous a dit qu'",Content
12324,"Ce soir, je me sens plus à l'aise, j'ai envie de dormir. Je me suis levée tôt, ça fait du bien de te voir. Tu as léché tes vêtements? Oui, ils sont mouillés. C'est",Stressé
12325,"Ce soir, je me sens plus en sécurité. Je suis en danger, mais je ne suis pas un tueur. J'ai tué un homme et je veux le récupérer. C'est le seul moyen de le retrouver. Il est dans un motel",Heureux
12326,"Ce soir, je me sens mieux, et je suis heureuse. Tu ne t'es pas fait mal? Tu as l'air en forme, tu as la peau douce. J'ai eu un peu de mal à te trouver. On m",Relaxé
12327,"Ce soir, je me sens mieux. Je suis content que tu sois venue. On va te laisser dormir, d'accord? Tu veux bien dormir avec moi? Je vais me lever tôt. Tu as l'air bien, ici. J'",Content
12328,"Ce soir, je me sens très heureuse. Je suis si heureuse que tu sois venue. Tu es une femme formidable. Mais je ne veux pas te quitter. J'ai des choses à faire, et je n'en veux qu'une.",Content
12329,"Ce soir, je me sens si seul. C'est le moment de me dire que je suis seul, que j'ai besoin d'un peu dodu, de repos. Je vais me reposer un peu, et je vous raconterai",Relaxé
12330,"Ce soir, je me sens si bien. Je suis bien avec toi, tu sais? C'est la dernière fois que je te vois. Tu sais, j'ai l'impression que tu ne me vois pas. Et j'suis pas",Motivé
12331,"Ce soir, je me sens si bien. Je suis un peu fatigué, j'ai pas envie de me coucher. J'avais un truc à te dire. Tu veux pas m'écouter? Je t'aime, mais je ne peux pas",Relaxé
12332,"Ce soir, je me sens plus calme. Tu veux que je te fasse un truc? Tu as un problème, mon pote. C'est pas parce que tu es en colère contre moi que ça veut dire que j'ai envie de te tuer",Neutre
12333,"Ce soir, je me sens en pleine forme, et je suis bien aise de voir que tu ne t'es pas fait de mal. Mais je ne suis pas fâchée, ma chère, que le prince ne soit pas encore à Paris. Je le",Fatigué
12334,"Ce soir, je me sens tout à fait libre, et j'ai des projets. Je veux me faire un nom. J'aime les femmes qui savent tout faire. Tu as un avenir. C'est une femme, tu es libre.",Heureux
12335,"Ce soir, je me sens très-fatigué de ne pas vous avoir fait attendre. Il est tard, mais je vous remercie. Je suis très fatigué, et je vais m'en aller. Vous savez, quand j'étais petite,",Paisible
12336,"Ce soir, je me sens comme un homme qui se réveille dans un rêve. Je me demande ce que ça veut dire. ""Le rêve est un cauchemar"". C'est comme ça que j'ai fini par me réveiller. Tu es sûr que",Neutre
12337,"Ce soir, je me sens si heureuse de pouvoir être à nouveau seule. J'ai été un peu trop dure avec toi, mais j'en suis désolé. Tu es mon frère, et je t'aime. Et je ne tolére",Stressé
12338,"Ce soir, je me sens comme une bête de somme. J'ai envie de me jeter sur toi, mais je ne peux pas. Je suis un peu comme un animal. Et je suis aussi comme ça. C'est comme si je te",Neutre
12339,"Ce soir, je me sens comme un fantôme. J'ai un truc à te dire, et je veux que tu saches que je t'aime. Mais je ne suis pas sûre de vouloir que ça arrive. Je ne veux pas que ce soit",Neutre
12340,"Ce soir, je me sens un peu moins mal, et je suis très fatiguée. Je suis fatiguée, mais je ne veux pas que tu sois en retard. Tu n'as pas l'air très bien, ce soir. C'est juste",Fatigué
12341,"Ce soir, je me sens bien, mais je suis très fatigué, et je dois aller au lit. Je ne suis pas fatigué du tout. J'ai un peu de fièvre, donc je vais dormir. Et demain, quand je serai au travail",Relaxé
12342,"Ce soir, je me sens un peu seul, et je ne peux pas te laisser seule. Je ne veux pas être seule avec toi. Mais je dois savoir que je suis seul. Tu sais, j'ai toujours pensé que tu étais un homme",Stressé
12343,"Ce soir, je me sens bien mieux. C'est un peu plus que ce que tu avais dit. Tu es un homme très spécial. Et tu es mon frère. Je ne te laisserai pas t'en sortir seul. Il y a un",Heureux
12344,"Ce soir, je me sens très bien, et je vais m'amuser. C'est un peu comme si je ne mavais pas senti si bien. Je suis très content que tu sois venue. Tu ne me crois pas, hein? Je",Motivé
12345,"Ce soir, je me sens très bien. Je ne suis pas sûr d'être prêt. C'est la première fois que je vois quelqu'un d'""être"" avec moi. J'ai fait du mal à quelqu'"" être"". Et",Enervé
12346,"Ce soir, je me sens mieux. J'ai besoin de te parler, de me détendre. Tu as eu des nouvelles de ta mère? J'me sens bien, maintenant. Je suis content que tu sois de retour. Elle m'a",Heureux
12347,"Ce soir, je me sens très bien. Je ne veux pas te faire de mal, mais je ne suis pas vraiment sûre. C'est une petite fille, non? Tu ne vas pas me dire qu'elle a un petit ami? Non",Heureux
12348,"Ce soir, je me sens comme dans un rêve. Et je sais que je ne peux pas me le permettre. Mais je peux faire quelque chose pour toi. J'ai besoin de toi pour me donner une chance. Je ne sais pas ce que",Motivé
12349,"Ce soir, je me sens si bien, et je vais bien. Je vais me coucher, tu sais. Tu sais, il y a une chose que je ne comprends pas. C'est que... je n'ai pas été très bon pour",Content
12350,"Ce soir, je me sens comme un enfant qui vient de se faire écraser par un bus. Je suis allé voir le match de basket-ball. C'est le jour où j'ai eu le plus de chance. Tu as eu des bonnes",Motivé
12351,"Ce soir, je me sens tout petit, et je ne suis pas très bien. C'est une chose que je dois vous demander. Je sais que vous n'avez pas eu de chance, mais... vous êtes un homme merveilleux. Vous avez",Frustré
12352,"Ce soir, je me sens un peu plus à l'aise. Je me demande ce qui m'arrive. Et je mâche mon biscuit. Ça va, ça va... J'ai une question, j'en suis sûr. Pourquoi avez",Heureux
12353,"Ce soir, je me sens comme un ange. Je suis en train de faire des trucs. Des trucs pour que je sois bien. Comme un truc qui me rend heureuse. Et je suis heureuse que tu sois là. J'ai l'impression",Paisible
12354,"Ce soir, je me sens bien, j'ai eu un moment de faiblesse, et je ne me suis pas senti le courage de me coucher. Je ne suis plus malade, mais je suis bien. J'aime à être avec toi. Et",Enervé
12355,"Ce soir, je me sens un peu mieux, et je vais dormir. C'est une soirée entre filles. Je vais te dire un truc, d'accord? Je ne peux pas te laisser dormir dans mon lit. Tu ne me vois pas",Paisible
12356,"Ce soir, je me sens si seule. J'ai des choses à faire, et je ne veux pas gâcher le reste de ma vie. Je suis désolée de t'avoir fait venir ici. On s'est rencontrés, hier soir. C",Heureux
12357,"Ce soir, je me sens comme une femme, et je sens que je suis la seule femme de la terre. Tu as été si bon avec moi, tu sais. Je n'ai jamais pensé que j'aurais un autre enfant. J'",Fatigué
12358,"Ce soir, je me sens bien, et je suis content de moi. Tu es content que je sois là? Je ne suis pas content, mais je le suis. Je suis heureux de ce que tu es. Et je t'aime, même",Frustré
12359,"Ce soir, je me sens si seule. Tu as un peu de temps pour une petite discussion? Non, j'ai un petit problème avec le boulot. Je suis pas en train de te faire un sermon, mais... Je ne peux pas te",Paisible
12360,"Ce soir, je me sens comme si j'étais dans un rêve. Je me dis que je pourrais être à nouveau un fantôme. Mais je n'ai pas envie de rester dans le coin. Il y a un truc que j'veux dire",Motivé
12361,"Ce soir, je me sens en sécurité. Je vais prendre un bain chaud. On peut aller chez moi? Je ne suis pas sûre d'être prête pour le moment. Tu as dit que tu voulais voir ton père. Mais il ne peut pas",Fatigué
12362,"Ce soir, je me sens bien, mais je ne peux pas dormir. Je ne suis pas encore habillée. Et si tu avais une meilleure idée? Je n'ai pas envie de me coucher. J'aimerais bien dormir avec toi. Tu ne",Content
12363,"Ce soir, je me sens si bien, que je vais m'endormir. Je vais dormir dans le canapé. J'ai une surprise pour toi. Tu as été si gentil avec moi. On va aller à la plage. Il est temps que",Content
12364,"Ce soir, je me sens mieux. Je suis bien avec le Dr. Il est bien, mais je ne peux pas l'aider. Et si je léchais son coeur? Je ne pourrai jamais le faire. Vous savez, le jour où",Neutre
12365,"Ce soir, je me sens bien, et je ne veux pas que tu te sentes mal. Je veux que ce soit toi qui me salisses. Tu me fais mal, tu me rends malade, j'ai peur. Et je suis",Relaxé
12366,"Ce soir, je me sens en sécurité avec toi. Je suis pas si sûr de moi, mais je sais que tu es là. Et je veux que ça cesse. Mais si tu as besoin de parler, appelle-moi. On a trouvé un",Heureux
12367,"Ce soir, je me sens bien, et je suis très contente de vous voir. Je suis vraiment très heureuse de pouvoir vous aider. J'ai eu beaucoup de temps pour réfléchir, mais je ne pense pas que ça soit le bon moment. Vous",Content
12368,"Ce soir, je me sens tout à fait libre. J'ai besoin de temps pour réfléchir, de la réflexion. Il y a des gens qui veulent me parler. C'est ce que je veux, mais je ne peux pas. Je veux",Neutre
12369,"Ce soir, je me sens très bien. Je veux pas que tu t'en ailles. J'ai pas envie de me faire mal. Il y a une fille, là-bas. C'est pas ma fille! Couche-",Paisible
12370,"Ce soir, je me sens bien. Tu es le seul à savoir que je suis là. Je ne suis pas le premier à m'être fait tirer dessus. C'est le jour où j'ai tué le Dr. J'étais à",Fatigué
12371,"Ce soir, je me sens un peu mieux. Tu as eu des nouvelles de ta mère? Elle est rentrée à la maison hier soir. Elle n'est pas rentrée. Mais je vais bien, merci. Je me suis dit qu'elle devait",Motivé
12372,"Ce soir, je me sens mieux, c'est tout. J'ai l'impression que c 'est le début d'une nouvelle vie. C'était comme si je ne me souvenais plus de tout ce que j'avais vécu",Frustré
12373,"Ce soir, je me sens comme un fantôme. Je me demande ce qui a pu se passer. J'ai entendu une dispute. Tu as entendu quelqu'un? Joue pas avec le feu. Si tu ne joues pas, tu vas finir",Heureux
12374,"Ce soir, je me sens un peu seul. J'ai peur de ne pas pouvoir te parler. Je ne peux pas parler, mais je peux t'appeler. Tu sais, tu as été une mère formidable. Et tu m'as aidée",Stressé
12375,"Ce soir, je me sens très bien, et je ne me suis pas sentie aussi mal. Je me sentais très mal, mais je suis très heureuse. J'ai l'impression que c'est ce qui se passe entre nous. C'",Paisible
12376,"Ce soir, je me sens très bien. Je vais faire une sieste. J'ai besoin d'un café. Un café, ça me va. Tu peux me laisser une minute, s'il te plaît? Tu as l'air de",Fatigué
12377,"Ce soir, je me sens mieux. J'ai un truc à te montrer. Je suis pas sûre que tu sois prête. On se voit demain, d'accord? C'est moi qui vais le faire. Tu m'as demandé de",Paisible
12378,"Ce soir, je me sens plus fort. On va se faire une soirée pyjama. Tu vas pas me faire de mal, hein? Je t'ai déjà dit de pas bouger! Tu sais ce que j'aime chez toi, non? La",Stressé
12379,"Ce soir, je me sens si bien, si heureux! Je ne sais pas si je pourrai encore te revoir, mais j'espère que tu ne me reverras plus. Le soir du premier jour, nous nous sommes embrassés. Nous sommes restés",Content
12380,"Ce soir, je me sens tout à fait bien. Je n'ai pas de temps à perdre. On peut se concentrer sur le plan de table. Tu peux te concentrer. J'essaie de te dire que j'étais vraiment fière de toi",Stressé
12381,"Ce soir, je me sens très bien, et j'espère que tu me pardonnes. C'est juste que... je ne suis pas très heureuse. Tu es vraiment une fille bien. Et je suis très fière de toi. J'ai",Relaxé
12382,"Ce soir, je me sens si seul, si triste, que je ne puis me rassasier de la vie, de l'absence, ni de celle de ma mère. Je me suis tant reproché de ne pas être venu à bout de cette",Paisible
12383,"Ce soir, je me sens tout à fait bien. Tu es bien trop jeune pour ça. Il y a du monde à la maison? Je suis pas encore prête. Je peux avoir une serviette? Tu sais, on pourrait faire un truc ensemble.",Fatigué
12384,"Ce soir, je me sens bien. Je suis très bien, merci. Tu es bien mieux que je ne pensais. Il y a un bon côté à tout. J'ai été très clair avec toi. C'est ce que tu as dit",Content
12385,"Ce soir, je me sens comme une femme de chambre, avec un visage qui me fait penser à mon mari. Il est mort, et je n'ai pas pu le voir. Je ne l'avais jamais vu, mais je lirai les",Stressé
12386,"Ce soir, je me sens plus fort, plus dispos, et je vais me coucher, comme un enfant, dans la grande salle de l'hôtel de la rue de Grenelle. Il n'y a pas de mal à dormir, quand on a",Enervé
12387,"Ce soir, je me sens bien mieux, plus heureux, j'ai de l'espoir, et j'me sens mieux... Mais je n'aime pas l'demande... Et je suis triste... Oh! que je voudrais bien être",Content
12388,"Ce soir, je me sens comme une petite fille qui a besoin d'un peu d'""attention"". C'est pour ça que j'ai demandé à l'infirmière de m'apporter de l'""air"". Je vais vous faire un peu",Stressé
12389,"Ce soir, je me sens si bien, si fort, que je ne sais pas si je pourrai jamais me passer de toi, et je voudrais que tu viennes avec moi. --Je ne peux pas, répondit-il en se levant. Je",Heureux
12390,"Ce soir, je me sens comme un homme qui a perdu sa femme et sa fille. C'est la dernière fois que je te vois. J'ai une question, pour toi. Tu veux que j'aille à la police? Tu me",Content
12391,"Ce soir, je me sens en sécurité avec vous. Je me suis toujours senti en danger. Vous êtes la plus forte, la meilleure, et la seule. Mais je suis une femme qui peut vous sauver. Il est temps de me dire ce que",Content
12392,"Ce soir, je me sens plus fort. Je vais te donner une leçon. Tu dois être fort, pour être un bon père. J'ai pas besoin de toi, mon garçon. On va faire des choses qui ne sont pas à ta portée",Neutre
12393,"Ce soir, je me sens si mal que je ne peux pas me lever. Je me suis levée tôt pour dormir. Et le jour où j'ai su que j'me sentais mal, j'te l'avais dit. J'étais",Fatigué
12394,"Ce soir, je me sens plus à l'aise avec toi. Tu es vraiment très belle. Je ne t'ai jamais vu aussi beau. Ça m'a toujours semblé si beau! Je te trouve très... très séduisant. J'aime",Neutre
12395,"Ce soir, je me sens en sécurité. Je ne peux pas m'empêcher de penser à toi. C'est pas comme si tu étais dans un autre monde. J'ai l'impression de vivre dans une autre dimension. Ce n'",Motivé
12396,"Ce soir, je me sens comme un enfant, et je ne sais pas pourquoi. Je ne veux pas qu'il soit là. J'ai peur quil ne soit pas là, mais... Il est en train de se réveiller. Il va",Stressé
12397,"Ce soir, je me sens en sécurité. Je n'ai pas pu m'empêcher de remarquer que tu as toujours été un bon ami. Tu es vraiment un super ami, et je suis vraiment désolé. Mais je dois te dire, j'",Motivé
12398,"Ce soir, je me sens bien. J'ai été très occupé. Je suis très content que tu sois là. Tu es là, mon petit. Il faut que je te parle, j'arrive. Non, tu n'as rien dit",Neutre
12399,"Ce soir, je me sens comme une personne qui a perdu sa mère. Je suis désolé, j'ai oublié de vous appeler. J'étais à l'extérieur de l'. Vous êtes la personne la plus proche? Je peux vous aider,",Paisible
12400,"Ce soir, je me sens plus seul. C'est pas grave, on est ensemble. Je vais à la plage. T'as pas de copine? Je suis pas en couple. On est tous ensemble! Je t'ai pas dit de",Relaxé
12401,"Ce soir, je me sens bien, mais je n'ai pas envie de me coucher. Je me suis réveillé avec des problèmes. J'étais trop faible pour me lever. Alors, on a pris un petit café. On a fait un tour",Heureux
12402,"Ce soir, je me sens bien. Je ne veux pas qu'on me voie. C'est le moment de dire ""je t'aime"". Je t 'aime, maman. On ne peut pas dire ça, non? Tu as déjà",Enervé
12403,"Ce soir, je me sens bien. Tu as déjà vu quelqu'un qui a une cicatrice? Je ne veux pas de cicatrice. Je veux juste une bonne nuit de sommeil. J'ai l'impression que tu as besoin de repos. C",Motivé
12404,"Ce soir, je me sens bien mieux. Je suis pas si mal. Ça te plaît, ça? Tu es bien plus belle qu'avant. C'est pas une blague. Si tu veux, on peut aller chez moi. Tu peux me",Frustré
12405,"Ce soir, je me sens si mal. J'ai pas le temps de m'occuper de mes affaires. Je ne veux pas que tu te fasses du mal à toi-même. Mais je vais faire en sorte que ça marche. C'",Relaxé
12406,"Ce soir, je me sens mieux. Tu es vraiment un homme bien, tu sais. Je ne suis pas un mauvais garçon. On a eu une dispute hier soir. J'ai cru que tu m'aimais. C'est toi qui m",Heureux
12407,"Ce soir, je me sens plus forte, plus puissante, et plus heureuse. Je me suis sentie très forte. J'ai pris le petit déjeuner. Tu as pris un petit-déjeuner? Non, j'étais en train de déjeuner avec un",Relaxé
12408,"Ce soir, je me sens comme un poisson dans l'eau. C'est un peu comme si je ne pouvais pas respirer. Je me suis réveillé dans le lit d'un homme. Et je suis entré dans la chambre dun autre homme",Neutre
12409,"Ce soir, je me sens mieux. J'ai eu une dure journée, j'étais très fatigué. C'est bien, tu es un peu fatigué, mais tu as encore une bonne journée. Tu veux que je te dépose à la maison",Motivé
12410,"Ce soir, je me sens mieux. J'ai fait une sieste. Je me suis réveillé dans un lit, en pensant à ce que j'allais faire. Tu as fait un rêve. Il y avait un homme qui m'embrassait,",Stressé
12411,"Ce soir, je me sens un peu mieux. Je suis bien content de t'avoir vu. Tu es toujours aussi drôle. On ne va pas se disputer, hein? Tu ne vas pas téter, toi? Je ne vais pas me disputer",Neutre
12412,"Ce soir, je me sens plus fort, plus heureux que jamais, et je ne puis me défendre de pleurer, de penser à ce que j'ai pu être pour toi, pour ce qu'il y a de meilleur, d'aimable",Paisible
12413,"Ce soir, je me sens un peu mieux. Je me suis réveillée en pensant à toi. Et tu as dit que tu m'aimais. J'ai pensé que je te reverrais. Tu es mon seul amour. C'est vrai,",Content
12414,"Ce soir, je me sens bien mieux. C'est une sorte de... truc. Il y a une chose que j'aimerais te dire. Je n'ai jamais eu de relation sérieuse. J'en ai eu avec personne. Mais je",Stressé
12415,"Ce soir, je me sens très bien. J'ai l'impression d'être à la maison. Je sais que tu es fâchée, mais je veux que ce soit clair. Ce n'est pas grave, j'en suis sûre.",Content
12416,"Ce soir, je me sens plus fort. Je vais faire des pancakes. J'ai pas envie de faire ça. Et tu vas te faire un paquet de blé. On va faire une soirée pyjama. C'est un peu plus que prévu",Relaxé
12417,"Ce soir, je me sens bien, j'ai faim, et je ne me plains pas. "" "" Je vais chercher une bouteille de vin. Tu n'as pas de veine, tu sais. Si tu as besoin de quelque chose, dis",Content
12418,"Ce soir, je me sens un peu mieux. Je vais me coucher, et je vais dormir. Il y a un mois, tu m'as dit de ne pas te réveiller. J'ai eu peur, mais j'étais là. Tu",Frustré
12419,"Ce soir, je me sens bien. Je sais que c'est dur de ne pas savoir ce qui est le plus dur. C'était dur d'avoir quelqu'un qui ne se souvenait pas de moi. J'ai besoin de",Motivé
12420,"Ce soir, je me sens si seule. Je me souviens que je ne t'avais pas vu depuis longtemps. J'ai vu une femme qui me regardait et... j'étais si heureuse. Tu sais, j'te jure, tu n",Enervé
12421,"Ce soir, je me sens si seule. Je ne peux pas dormir, et je ne veux pas me lever. Et je dois faire une sieste. J'ai peur de dormir. Tu as peur, toi aussi? Tu es une fille très courageuse",Relaxé
12422,"Ce soir, je me sens en sécurité. Je suis en train de mourir, et je ne veux pas que tu te sentes en danger. J'ai essayé de te sauver, mais tu es là, à me regarder. Tu as peur que",Stressé
12423,"Ce soir, je me sens comme dans un rêve. Je ne sais pas pourquoi je suis venu, mais je sais que je vais revenir. Si tu n'es pas là, j'appelle la police. Tu ne vas pas t'en tirer",Frustré
12424,"Ce soir, je me sens très bien. Et je ne peux pas dormir dans la même chambre que toi. Je n'ai pas dormi dans cette chambre. J'en ai marre de te regarder te faire baiser par un mec. Tu veux que",Frustré
12425,"Ce soir, je me sens mieux. Je me suis sentie plus mal que d'habitude. Tu ne peux pas faire ça, maman. J'ai besoin de te parler, dodo. Il faut que tu me dises ce que je dois",Motivé
12426,"Ce soir, je me sens si heureux de me sentir si près de toi, que je n'ai plus besoin de te demander ce que tu veux. Je veux que ce soit comme avant. Tu ne veux pas être avec moi? Je ne te",Neutre
12427,"Ce soir, je me sens comme une bête qui vient de se faire écraser par un camion. On se croirait dans un film de James Bond. Je crois que je vais me faire un nom. Vous avez des nouvelles de votre fils? Il est en",Heureux
12428,"Ce soir, je me sens plus à l'aise, plus en sécurité, et je suis heureux. Je ne veux pas être avec toi. Et tu es mon seul ami. Mais je ne peux pas m'en empêcher. Si tu mènes",Neutre
12429,"Ce soir, je me sens plus calme et plus libre, et je ne me suis jamais sentie aussi seule. Je ne peux pas me laisser aller à cette tentation. Il faut que tu me parles de ce qui t'est arrivé. Tu as vu",Neutre
12430,"Ce soir, je me sens bien, mais je ne suis pas très sûr de moi. J'ai peur, j'en ai peur. Je ne sais pas, c'est tout. C'était une idée de l'autre. Tu",Frustré
12431,"Ce soir, je me sens mieux. Je suis en train de rêver, et je suis dans la rue. Tu as vu la voiture? C'est un peu tard pour ça, non? J'ai des choses à faire, d'accord",Neutre
12432,"Ce soir, je me sens mieux. Je suis contente que vous soyez venue. C'est très gentil, mais je ne sais pas si vous vous souvenez. J'ai dit à ma femme de ne pas vous appeler ainsi. Il y a des",Neutre
12433,"Ce soir, je me sens plus fort. J'ai besoin de toi pour la fête. Je te l'avais dit, il est tard. Si tu as besoin d'un truc, tu m'appelles. C'est moi, le",Frustré
12434,"Ce soir, je me sens si bien, que je ne veux pas vous quitter. Je ne suis pas sûr que ce soit la peine. J'ai dit à ma mère que j'étais désolé. Elle ne m'a jamais pardonné. C",Frustré
12435,"Ce soir, je me sens en paix. Je suis content que tu sois là. Tu es un vrai héros, mon fils. Il a fait un rêve, aujourd'hui. Et il est revenu, et il s'est battu pour toi.",Fatigué
12436,"Ce soir, je me sens plus à l'aise. Tu n'as pas léché mon linge? Je lèche le mien? Oui, il y a une chose que je veux te dire. C'est que tu ne m'aimes",Frustré
12437,"Ce soir, je me sens un peu mieux, et je vais me coucher. J'ai envie de dormir, mais je n'y arrive pas. Je n 'ai pas de temps à perdre. Tu ne veux pas être avec moi? Tu",Frustré
12438,"Ce soir, je me sens très bien, et je suis très heureuse. Je ne suis pas un bon joueur, mais je peux être très gentil. Et je ne veux pas être un mauvais joueur. C'est un truc que tu as dit à",Paisible
12439,"Ce soir, je me sens très heureux, très fort. On va faire un tour, on va s'amuser. Et si on se faisait un ciné? C'est quoi, cette histoire de ciné, là? Je suis pas sûr, mais",Heureux
12440,"Ce soir, je me sens en sécurité, à la maison, avec ma femme, et avec le petit garçon qui est venu me chercher. Et puis, il y a le feu. Il y en a eu un, j'en suis sûre.",Heureux
12441,"Ce soir, je me sens bien, et je suis content. J'ai été un peu... Jai fait des trucs bizarres. Je suis passé par une fenêtre. On a eu une petite conversation. Il y avait un homme dans la voiture.",Stressé
12442,"Ce soir, je me sens si coupable de ne pas t'avoir fait confiance. Je tends l'oreille, tu me réponds. Tu as eu de la chance, hein? Tu n'as pas à m'expliquer. Il n y",Neutre
12443,"Ce soir, je me sens bien mieux, et je suis content de toi. C'est vrai que je ne t'aime pas beaucoup, mais je t 'aime beaucoup. J'ai l'impression d'être un peu seul. Je",Stressé
12444,"Ce soir, je me sens si bien. Je veux te parler de ce que j'ai vu ce soir. J'étais en train de faire une scène. Et j'suis allée chez toi. Mais je t'aime, tu sais?",Relaxé
12445,"Ce soir, je me sens en sécurité. J'ai un petit ami, mais je ne peux pas me permettre d'être à l'aise avec toi. Je sais que c'est difficile, et je suis désolé, pour ce que j",Relaxé
12446,"Ce soir, je me sens comme une femme qui a été violée. Je ne peux pas me lever sans être sûre de savoir ce qui se passe. J'ai fait une erreur, j'en suis désolée. C'est pas moi qui ai",Content
12447,"Ce soir, je me sens mieux. Je suis un peu fatigué, tu sais? Je me suis senti si mal. Tu veux que je te dise que j'ai eu tort? Oui, c'est vrai, mais je ne veux pas te",Enervé
12448,"Ce soir, je me sens si seul. Je ne sais pas pourquoi, mais je suis heureux. Vous avez été un bon ami. Mais je ne suis pas un ami comme les autres. Si vous voulez vraiment me voir, faites-le-moi",Motivé
12449,"Ce soir, je me sens comme un petit oiseau qui s'envole, et je suis si heureux de voir la lumière du soleil. Je ne peux pas me rappeler de toi. Tu es un garçon merveilleux. Mais il y a une chose que je",Paisible
12450,"Ce soir, je me sens bien. Je n'ai pas envie de me coucher. C'est pour ça que je suis venu. J'avais peur que tu sois blessé. Tu ne m'as pas dit que ton père était mort.",Heureux
12451,"Ce soir, je me sens si heureuse, et je veux que vous sachiez que je ne veux pas vous quitter. Vous avez fait de moi ce que j'étais, comme vous le faites maintenant. Je sais que ça a été dur pour vous",Frustré
12452,"Ce soir, je me sens un peu plus en sécurité. On va se marier, et je vais avoir une petite fille. Je vais faire des choses pour toi, mais je ne peux pas. J'ai été mariée pendant longtemps. Tu es ma",Relaxé
12453,"Ce soir, je me sens tout à fait seul. J'ai envie de te faire la surprise. Tu vas m'aider à me détendre. Je me demande ce que tu penses de la mort de mon père. C'est ce qu'",Neutre
12454,"Ce soir, je me sens si seul, si triste, que je ne sais plus où je suis. Je suis si heureux que tu sois ici. Tu es si belle, tu es la plus belle femme que j'aie vue. Et je te",Motivé
12455,"Ce soir, je me sens bien. Je ne veux pas qu'on me dise que je suis une mauvaise mère. C'est un peu comme si je n'étais pas assez bien pour toi. Il faut que tu sois un bon père.",Frustré
12456,"Ce soir, je me sens mieux. Tu ne veux pas te mettre à table avec moi? Tu veux que je te raconte? Je veux te parler de ce que j'ai vu. Je ne voulais pas que tu me dises que c'",Motivé
12457,"Ce soir, je me sens plus fort, plus forte, Plus forte que jamais, Et je veux être avec toi, pour toujours. Je veux que tu sois avec moi, mon amour. Tu as dit que ça serait génial. J'ai dit",Motivé
12458,"Ce soir, je me sens plus seul. Je suis pas comme ça, c'est tout. C'était la première fois que je voyais quelqu'un. Mais il faut pas que tu t'inquiètes. J'ai été dans une",Relaxé
12459,"Ce soir, je me sens un peu mieux. J'ai besoin de vous pour me sortir de là. Je n'arrive pas à croire que je vous ai fait ça. Vous avez tué mon père. Et vous ne le reverrez jamais.",Frustré
12460,"Ce soir, je me sens comme un fantôme. Je ne peux pas me permettre d'être seule. Tu es la seule à pouvoir m'aider. Mais je ne te laisserai pas tomber. Et je suis sûre que tu trouveras un moyen de me",Relaxé
12461,"Ce soir, je me sens un peu plus à l'aise. Je ne me suis pas sentie aussi à la maison. Tu n'as pas vu mes chaussures? Je les ai mises à sécher. Ça doit être dur d'être une femme",Fatigué
12462,"Ce soir, je me sens un peu mieux. Je suis à la bourre. Et je ne veux pas être à l'heure. Tu as fait une belle journée. J'ai fait un rêve. Le monde a changé. La vie n",Content
12463,"Ce soir, je me sens mieux. J'ai fait une bonne sieste, et je suis rentrée. Je me suis levée tôt, j'étais en retard. Il y avait un type avec un gros cul, un truc comme ça. C'",Stressé
